date,distributor_id,distributor_name,product_id,product_name,ideal_temp_f,actual_temp_f,breach,breach_severity
1/11/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,41.8,YES,MEDIUM
1/11/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,50.4,NO,OK
1/11/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,49.3,YES,HIGH
1/11/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,31.9,NO,OK
1/12/2024,D001,Green Valley Produce,P001,Leafy Greens,34,33.1,NO,OK
1/12/2024,D001,Green Valley Produce,P002,Whole Milk,38,39.3,NO,OK
1/12/2024,D001,Green Valley Produce,P003,Ground Beef,32,32,NO,OK
1/12/2024,D001,Green Valley Produce,P004,Tomatoes,50,51.3,NO,OK
1/12/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,39.8,NO,OK
1/12/2024,D001,Green Valley Produce,P006,Chicken Breast,32,44.2,YES,HIGH
1/12/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,35,NO,OK
1/12/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,38.4,NO,OK
1/12/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,34,NO,OK
1/12/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,58.8,YES,MEDIUM
1/12/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,48.3,YES,HIGH
1/12/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,41.9,YES,MEDIUM
1/12/2024,D003,Heartland Meats,P001,Leafy Greens,34,35.2,NO,OK
1/12/2024,D003,Heartland Meats,P002,Whole Milk,38,38.4,NO,OK
1/12/2024,D003,Heartland Meats,P003,Ground Beef,32,33.9,NO,OK
1/12/2024,D003,Heartland Meats,P004,Tomatoes,50,59,YES,MEDIUM
1/12/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,38,NO,OK
1/12/2024,D003,Heartland Meats,P006,Chicken Breast,32,43.7,YES,HIGH
1/12/2024,D004,Southwest Organics,P001,Leafy Greens,34,35.2,NO,OK
1/12/2024,D004,Southwest Organics,P002,Whole Milk,38,39.3,NO,OK
1/12/2024,D004,Southwest Organics,P003,Ground Beef,32,32.3,NO,OK
1/12/2024,D004,Southwest Organics,P004,Tomatoes,50,52.5,NO,OK
1/12/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,40.4,NO,OK
1/12/2024,D004,Southwest Organics,P006,Chicken Breast,32,42.2,YES,HIGH
1/12/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,36.3,NO,OK
1/12/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,38.8,NO,OK
1/12/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,33,NO,OK
1/12/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,52.5,NO,OK
1/12/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,38.5,NO,OK
1/12/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,32.3,NO,OK
1/13/2024,D001,Green Valley Produce,P001,Leafy Greens,34,47.7,YES,HIGH
1/13/2024,D001,Green Valley Produce,P002,Whole Milk,38,37.8,NO,OK
1/13/2024,D001,Green Valley Produce,P003,Ground Beef,32,34.1,NO,OK
1/13/2024,D001,Green Valley Produce,P004,Tomatoes,50,58.3,YES,MEDIUM
1/13/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,38.3,NO,OK
1/13/2024,D001,Green Valley Produce,P006,Chicken Breast,32,43.3,YES,HIGH
1/13/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,47.5,YES,HIGH
1/13/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,44.3,YES,MEDIUM
1/13/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,39.5,YES,MEDIUM
1/13/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,61.1,YES,HIGH
1/13/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,39,NO,OK
1/13/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,33.4,NO,OK
1/13/2024,D003,Heartland Meats,P001,Leafy Greens,34,41.8,YES,MEDIUM
1/13/2024,D003,Heartland Meats,P002,Whole Milk,38,37.1,NO,OK
1/13/2024,D003,Heartland Meats,P003,Ground Beef,32,33.6,NO,OK
1/13/2024,D003,Heartland Meats,P004,Tomatoes,50,52.3,NO,OK
1/13/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,39.6,NO,OK
1/13/2024,D003,Heartland Meats,P006,Chicken Breast,32,34,NO,OK
1/13/2024,D004,Southwest Organics,P001,Leafy Greens,34,36.3,NO,OK
1/13/2024,D004,Southwest Organics,P002,Whole Milk,38,37.2,NO,OK
1/13/2024,D004,Southwest Organics,P003,Ground Beef,32,33.1,NO,OK
1/13/2024,D004,Southwest Organics,P004,Tomatoes,50,52.3,NO,OK
1/13/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,45.7,YES,MEDIUM
1/13/2024,D004,Southwest Organics,P006,Chicken Breast,32,31.4,NO,OK
1/13/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,34.5,NO,OK
1/13/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,39.6,NO,OK
1/13/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,34.8,NO,OK
1/13/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,51.2,NO,OK
1/13/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,40.1,NO,OK
1/13/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,33.7,NO,OK
1/14/2024,D001,Green Valley Produce,P001,Leafy Greens,34,34.7,NO,OK
1/14/2024,D001,Green Valley Produce,P002,Whole Milk,38,50.3,YES,HIGH
1/14/2024,D001,Green Valley Produce,P003,Ground Beef,32,33,NO,OK
1/14/2024,D001,Green Valley Produce,P004,Tomatoes,50,51.1,NO,OK
1/14/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,40.7,NO,OK
1/14/2024,D001,Green Valley Produce,P006,Chicken Breast,32,33.2,NO,OK
1/14/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,36.4,NO,OK
1/14/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,39.5,NO,OK
1/14/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,32.3,NO,OK
1/14/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,51.2,NO,OK
1/14/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,39.2,NO,OK
1/14/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,32.4,NO,OK
1/14/2024,D003,Heartland Meats,P001,Leafy Greens,34,36.8,NO,OK
1/14/2024,D003,Heartland Meats,P002,Whole Milk,38,44.3,YES,MEDIUM
1/14/2024,D003,Heartland Meats,P003,Ground Beef,32,31.1,NO,OK
1/14/2024,D003,Heartland Meats,P004,Tomatoes,50,63.1,YES,HIGH
1/14/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,51.9,YES,HIGH
1/14/2024,D003,Heartland Meats,P006,Chicken Breast,32,32.3,NO,OK
1/14/2024,D004,Southwest Organics,P001,Leafy Greens,34,36.8,NO,OK
1/14/2024,D004,Southwest Organics,P002,Whole Milk,38,40.7,NO,OK
1/14/2024,D004,Southwest Organics,P003,Ground Beef,32,33.3,NO,OK
1/14/2024,D004,Southwest Organics,P004,Tomatoes,50,49.4,NO,OK
1/14/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,37.6,NO,OK
1/14/2024,D004,Southwest Organics,P006,Chicken Breast,32,34.6,NO,OK
1/14/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,34,NO,OK
1/14/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,39.3,NO,OK
1/14/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,31.9,NO,OK
1/14/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,58.6,YES,MEDIUM
1/14/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,39,NO,OK
1/14/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,33.8,NO,OK
1/15/2024,D001,Green Valley Produce,P001,Leafy Greens,34,33.4,NO,OK
1/15/2024,D001,Green Valley Produce,P002,Whole Milk,38,37.1,NO,OK
1/15/2024,D001,Green Valley Produce,P003,Ground Beef,32,32.5,NO,OK
1/15/2024,D001,Green Valley Produce,P004,Tomatoes,50,52.7,NO,OK
1/15/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,40.5,NO,OK
1/15/2024,D001,Green Valley Produce,P006,Chicken Breast,32,34.7,NO,OK
1/15/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,46.2,YES,HIGH
1/15/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,40.4,NO,OK
1/15/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,33.5,NO,OK
1/15/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,49.2,NO,OK
1/15/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,38.3,NO,OK
1/15/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,32.3,NO,OK
1/15/2024,D003,Heartland Meats,P001,Leafy Greens,34,33.6,NO,OK
1/15/2024,D003,Heartland Meats,P002,Whole Milk,38,41,NO,OK
1/15/2024,D003,Heartland Meats,P003,Ground Beef,32,34,NO,OK
1/15/2024,D003,Heartland Meats,P004,Tomatoes,50,49.4,NO,OK
1/15/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,40.1,NO,OK
1/15/2024,D003,Heartland Meats,P006,Chicken Breast,32,40.7,YES,MEDIUM
1/15/2024,D004,Southwest Organics,P001,Leafy Greens,34,36,NO,OK
1/15/2024,D004,Southwest Organics,P002,Whole Milk,38,38.1,NO,OK
1/15/2024,D004,Southwest Organics,P003,Ground Beef,32,32.7,NO,OK
1/15/2024,D004,Southwest Organics,P004,Tomatoes,50,52,NO,OK
1/15/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,37.8,NO,OK
1/15/2024,D004,Southwest Organics,P006,Chicken Breast,32,33.3,NO,OK
1/15/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,37,NO,OK
1/15/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,38,NO,OK
1/15/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,32.7,NO,OK
1/15/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,51.3,NO,OK
1/15/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,47.3,YES,MEDIUM
1/15/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,31.8,NO,OK
1/16/2024,D001,Green Valley Produce,P001,Leafy Greens,34,35.6,NO,OK
1/16/2024,D001,Green Valley Produce,P002,Whole Milk,38,37.7,NO,OK
1/16/2024,D001,Green Valley Produce,P003,Ground Beef,32,34.3,NO,OK
1/16/2024,D001,Green Valley Produce,P004,Tomatoes,50,51.5,NO,OK
1/16/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,40.7,NO,OK
1/16/2024,D001,Green Valley Produce,P006,Chicken Breast,32,33.7,NO,OK
1/16/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,45.8,YES,HIGH
1/16/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,49.9,YES,HIGH
1/16/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,33.5,NO,OK
1/16/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,62.7,YES,HIGH
1/16/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,38.4,NO,OK
1/16/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,32.2,NO,OK
1/16/2024,D003,Heartland Meats,P001,Leafy Greens,34,34.3,NO,OK
1/16/2024,D003,Heartland Meats,P002,Whole Milk,38,37.8,NO,OK
1/16/2024,D003,Heartland Meats,P003,Ground Beef,32,34,NO,OK
1/16/2024,D003,Heartland Meats,P004,Tomatoes,50,51.5,NO,OK
1/16/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,39.8,NO,OK
1/16/2024,D003,Heartland Meats,P006,Chicken Breast,32,32.5,NO,OK
1/16/2024,D004,Southwest Organics,P001,Leafy Greens,34,35.1,NO,OK
1/16/2024,D004,Southwest Organics,P002,Whole Milk,38,37.2,NO,OK
1/16/2024,D004,Southwest Organics,P003,Ground Beef,32,33.8,NO,OK
1/16/2024,D004,Southwest Organics,P004,Tomatoes,50,50.9,NO,OK
1/16/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,37.3,NO,OK
1/16/2024,D004,Southwest Organics,P006,Chicken Breast,32,33.7,NO,OK
1/16/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,34.4,NO,OK
1/16/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,46.3,YES,MEDIUM
1/16/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,32.5,NO,OK
1/16/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,51,NO,OK
1/16/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,40.6,NO,OK
1/16/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,33.4,NO,OK
1/17/2024,D001,Green Valley Produce,P001,Leafy Greens,34,41.6,YES,MEDIUM
1/17/2024,D001,Green Valley Produce,P002,Whole Milk,38,39.2,NO,OK
1/17/2024,D001,Green Valley Produce,P003,Ground Beef,32,31.2,NO,OK
1/17/2024,D001,Green Valley Produce,P004,Tomatoes,50,50.2,NO,OK
1/17/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,40,NO,OK
1/17/2024,D001,Green Valley Produce,P006,Chicken Breast,32,43.5,YES,HIGH
1/17/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,34.2,NO,OK
1/17/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,40.9,NO,OK
1/17/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,31.2,NO,OK
1/17/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,50.5,NO,OK
1/17/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,41,NO,OK
1/17/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,34.8,NO,OK
1/17/2024,D003,Heartland Meats,P001,Leafy Greens,34,34.4,NO,OK
1/17/2024,D003,Heartland Meats,P002,Whole Milk,38,37.5,NO,OK
1/17/2024,D003,Heartland Meats,P003,Ground Beef,32,33.1,NO,OK
1/17/2024,D003,Heartland Meats,P004,Tomatoes,50,52.5,NO,OK
1/17/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,38.7,NO,OK
1/17/2024,D003,Heartland Meats,P006,Chicken Breast,32,32.7,NO,OK
1/17/2024,D004,Southwest Organics,P001,Leafy Greens,34,35.4,NO,OK
1/17/2024,D004,Southwest Organics,P002,Whole Milk,38,37.5,NO,OK
1/17/2024,D004,Southwest Organics,P003,Ground Beef,32,33.3,NO,OK
1/17/2024,D004,Southwest Organics,P004,Tomatoes,50,49.8,NO,OK
1/17/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,49.5,YES,HIGH
1/17/2024,D004,Southwest Organics,P006,Chicken Breast,32,34.6,NO,OK
1/17/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,36.6,NO,OK
1/17/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,39.6,NO,OK
1/17/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,31.6,NO,OK
1/17/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,60.3,YES,HIGH
1/17/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,37.7,NO,OK
1/17/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,31.6,NO,OK
1/18/2024,D001,Green Valley Produce,P001,Leafy Greens,34,42.5,YES,MEDIUM
1/18/2024,D001,Green Valley Produce,P002,Whole Milk,38,40.8,NO,OK
1/18/2024,D001,Green Valley Produce,P003,Ground Beef,32,34,NO,OK
1/18/2024,D001,Green Valley Produce,P004,Tomatoes,50,51.5,NO,OK
1/18/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,37.6,NO,OK
1/18/2024,D001,Green Valley Produce,P006,Chicken Breast,32,31.5,NO,OK
1/18/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,47.9,YES,HIGH
1/18/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,39.4,NO,OK
1/18/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,33.4,NO,OK
1/18/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,49.1,NO,OK
1/18/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,50.2,YES,HIGH
1/18/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,44.8,YES,HIGH
1/18/2024,D003,Heartland Meats,P001,Leafy Greens,34,35.6,NO,OK
1/18/2024,D003,Heartland Meats,P002,Whole Milk,38,38.5,NO,OK
1/18/2024,D003,Heartland Meats,P003,Ground Beef,32,31.7,NO,OK
1/18/2024,D003,Heartland Meats,P004,Tomatoes,50,50.6,NO,OK
1/18/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,40.7,NO,OK
1/18/2024,D003,Heartland Meats,P006,Chicken Breast,32,31.9,NO,OK
1/18/2024,D004,Southwest Organics,P001,Leafy Greens,34,33.8,NO,OK
1/18/2024,D004,Southwest Organics,P002,Whole Milk,38,37.7,NO,OK
1/18/2024,D004,Southwest Organics,P003,Ground Beef,32,32.8,NO,OK
1/18/2024,D004,Southwest Organics,P004,Tomatoes,50,51.8,NO,OK
1/18/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,40.6,NO,OK
1/18/2024,D004,Southwest Organics,P006,Chicken Breast,32,34.1,NO,OK
1/18/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,36.3,NO,OK
1/18/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,38.6,NO,OK
1/18/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,33.3,NO,OK
1/18/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,51.6,NO,OK
1/18/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,37.2,NO,OK
1/18/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,41.7,YES,MEDIUM
1/19/2024,D001,Green Valley Produce,P001,Leafy Greens,34,36.5,NO,OK
1/19/2024,D001,Green Valley Produce,P002,Whole Milk,38,39.2,NO,OK
1/19/2024,D001,Green Valley Produce,P003,Ground Beef,32,31.2,NO,OK
1/19/2024,D001,Green Valley Produce,P004,Tomatoes,50,52.1,NO,OK
1/19/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,37.8,NO,OK
1/19/2024,D001,Green Valley Produce,P006,Chicken Breast,32,34.5,NO,OK
1/19/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,34.1,NO,OK
1/19/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,46.4,YES,MEDIUM
1/19/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,33.8,NO,OK
1/19/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,50.9,NO,OK
1/19/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,37.4,NO,OK
1/19/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,31.7,NO,OK
1/19/2024,D003,Heartland Meats,P001,Leafy Greens,34,36.6,NO,OK
1/19/2024,D003,Heartland Meats,P002,Whole Milk,38,38.6,NO,OK
1/19/2024,D003,Heartland Meats,P003,Ground Beef,32,31.1,NO,OK
1/19/2024,D003,Heartland Meats,P004,Tomatoes,50,52.6,NO,OK
1/19/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,40.5,NO,OK
1/19/2024,D003,Heartland Meats,P006,Chicken Breast,32,40.6,YES,MEDIUM
1/19/2024,D004,Southwest Organics,P001,Leafy Greens,34,35.8,NO,OK
1/19/2024,D004,Southwest Organics,P002,Whole Milk,38,49.9,YES,HIGH
1/19/2024,D004,Southwest Organics,P003,Ground Beef,32,43.6,YES,HIGH
1/19/2024,D004,Southwest Organics,P004,Tomatoes,50,49.3,NO,OK
1/19/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,39.9,NO,OK
1/19/2024,D004,Southwest Organics,P006,Chicken Breast,32,33.4,NO,OK
1/19/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,44.4,YES,HIGH
1/19/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,45.4,YES,MEDIUM
1/19/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,34.5,NO,OK
1/19/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,49.6,NO,OK
1/19/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,50.2,YES,HIGH
1/19/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,40.5,YES,MEDIUM
1/20/2024,D001,Green Valley Produce,P001,Leafy Greens,34,36.8,NO,OK
1/20/2024,D001,Green Valley Produce,P002,Whole Milk,38,37.7,NO,OK
1/20/2024,D001,Green Valley Produce,P003,Ground Beef,32,34.8,NO,OK
1/20/2024,D001,Green Valley Produce,P004,Tomatoes,50,62.1,YES,HIGH
1/20/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,48,YES,MEDIUM
1/20/2024,D001,Green Valley Produce,P006,Chicken Breast,32,34.2,NO,OK
1/20/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,35,NO,OK
1/20/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,39.6,NO,OK
1/20/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,32.8,NO,OK
1/20/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,49,NO,OK
1/20/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,38.1,NO,OK
1/20/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,34.3,NO,OK
1/20/2024,D003,Heartland Meats,P001,Leafy Greens,34,33.7,NO,OK
1/20/2024,D003,Heartland Meats,P002,Whole Milk,38,46.8,YES,MEDIUM
1/20/2024,D003,Heartland Meats,P003,Ground Beef,32,38.3,YES,MEDIUM
1/20/2024,D003,Heartland Meats,P004,Tomatoes,50,51.4,NO,OK
1/20/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,37.4,NO,OK
1/20/2024,D003,Heartland Meats,P006,Chicken Breast,32,45.9,YES,HIGH
1/20/2024,D004,Southwest Organics,P001,Leafy Greens,34,42.3,YES,MEDIUM
1/20/2024,D004,Southwest Organics,P002,Whole Milk,38,39.8,NO,OK
1/20/2024,D004,Southwest Organics,P003,Ground Beef,32,33.2,NO,OK
1/20/2024,D004,Southwest Organics,P004,Tomatoes,50,52,NO,OK
1/20/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,37.1,NO,OK
1/20/2024,D004,Southwest Organics,P006,Chicken Breast,32,32.3,NO,OK
1/20/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,36.3,NO,OK
1/20/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,40.4,NO,OK
1/20/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,41.8,YES,MEDIUM
1/20/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,62.9,YES,HIGH
1/20/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,38.7,NO,OK
1/20/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,31.8,NO,OK
1/21/2024,D001,Green Valley Produce,P001,Leafy Greens,34,44.6,YES,HIGH
1/21/2024,D001,Green Valley Produce,P002,Whole Milk,38,39.1,NO,OK
1/21/2024,D001,Green Valley Produce,P003,Ground Beef,32,43.8,YES,HIGH
1/21/2024,D001,Green Valley Produce,P004,Tomatoes,50,52.2,NO,OK
1/21/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,38.7,NO,OK
1/21/2024,D001,Green Valley Produce,P006,Chicken Breast,32,32,NO,OK
1/21/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,35.5,NO,OK
1/21/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,39.5,NO,OK
1/21/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,33.9,NO,OK
1/21/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,52.2,NO,OK
1/21/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,37.9,NO,OK
1/21/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,31.8,NO,OK
1/21/2024,D003,Heartland Meats,P001,Leafy Greens,34,43.7,YES,MEDIUM
1/21/2024,D003,Heartland Meats,P002,Whole Milk,38,39.9,NO,OK
1/21/2024,D003,Heartland Meats,P003,Ground Beef,32,33.5,NO,OK
1/21/2024,D003,Heartland Meats,P004,Tomatoes,50,49.2,NO,OK
1/21/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,40.2,NO,OK
1/21/2024,D003,Heartland Meats,P006,Chicken Breast,32,33.6,NO,OK
1/21/2024,D004,Southwest Organics,P001,Leafy Greens,34,34,NO,OK
1/21/2024,D004,Southwest Organics,P002,Whole Milk,38,46.4,YES,MEDIUM
1/21/2024,D004,Southwest Organics,P003,Ground Beef,32,34.1,NO,OK
1/21/2024,D004,Southwest Organics,P004,Tomatoes,50,58.7,YES,MEDIUM
1/21/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,39.3,NO,OK
1/21/2024,D004,Southwest Organics,P006,Chicken Breast,32,34.3,NO,OK
1/21/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,36.3,NO,OK
1/21/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,38.9,NO,OK
1/21/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,31.1,NO,OK
1/21/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,57.2,YES,MEDIUM
1/21/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,40.5,NO,OK
1/21/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,32.8,NO,OK
1/22/2024,D001,Green Valley Produce,P001,Leafy Greens,34,36.7,NO,OK
1/22/2024,D001,Green Valley Produce,P002,Whole Milk,38,48.2,YES,HIGH
1/22/2024,D001,Green Valley Produce,P003,Ground Beef,32,33.7,NO,OK
1/22/2024,D001,Green Valley Produce,P004,Tomatoes,50,49.1,NO,OK
1/22/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,38.3,NO,OK
1/22/2024,D001,Green Valley Produce,P006,Chicken Breast,32,34.2,NO,OK
1/22/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,41.2,YES,MEDIUM
1/22/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,38.4,NO,OK
1/22/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,33.1,NO,OK
1/22/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,60.8,YES,HIGH
1/22/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,37.5,NO,OK
1/22/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,32.2,NO,OK
1/22/2024,D003,Heartland Meats,P001,Leafy Greens,34,35.8,NO,OK
1/22/2024,D003,Heartland Meats,P002,Whole Milk,38,37.3,NO,OK
1/22/2024,D003,Heartland Meats,P003,Ground Beef,32,32.5,NO,OK
1/22/2024,D003,Heartland Meats,P004,Tomatoes,50,50.2,NO,OK
1/22/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,37.7,NO,OK
1/22/2024,D003,Heartland Meats,P006,Chicken Breast,32,31.1,NO,OK
1/22/2024,D004,Southwest Organics,P001,Leafy Greens,34,33.4,NO,OK
1/22/2024,D004,Southwest Organics,P002,Whole Milk,38,40.2,NO,OK
1/22/2024,D004,Southwest Organics,P003,Ground Beef,32,31.6,NO,OK
1/22/2024,D004,Southwest Organics,P004,Tomatoes,50,50.9,NO,OK
1/22/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,38.2,NO,OK
